MJD	AB_Mag	Error	Filter	Telescope
58593.125000000000	19.381387993596064	0.12570714578032494	i		LCO
58599.091796875000	19.151593661905952	0.06492805480957031	i		LCO
58605.082031250000	19.324935135078860	0.09616234898567200	i		LCO
58617.800781250000	19.377352090994865	0.18473346531391144	i		LCO
58628.785156250000	19.529307348733827	0.12810782343149185	i		LCO
58641.023437500000	19.236568530809855	0.20300062000751495	i		LCO
58647.007812500000	19.579401175934745	0.23023224622011185	i		LCO
58652.986328125000	19.501929717304183	0.15684859454631805	i		LCO
58996.260972222310	19.837385163622670	0.11997174065599014	UVW2	UVOT
58996.260972222310	20.235476435005296	0.13625877023330968	UVM2	UVOT
58996.260972222310	20.146171506517817	0.16833215220355327	UVW1	UVOT
58996.260972222310	20.642286502264480	0.15401586253361974	U		UVOT
